Age,Name,Country,Sex,Date of Birth,Height cm,Weight kg,Medal winner,Gold,Silver,Bronze,Total,Sport,Number of events,Event,BMI,BMI classification
27,Sven Bender,Germany,M,4/27/1989,185,73,Yes,0,1,0,1,Football,1,Football Men,21.32943755,Normal
30,Charles Cole,United States,M,6/21/1986,194,90,No,0,0,0,0,Rowing,1,Rowing Men's Four,23.91327452,Normal
23,Max Niederlag,Germany,M,5/05/1993,183,85,No,0,0,0,0,Cycling,3,"Cycling Track Men's Sprint
,Cycling Track Men's Keirin
,Cycling Track Men's Team Sprint",25.38146854,Overweight
37,Lisa Jane Weightman,Australia,F,1/16/1979,157,44,No,0,0,0,0,Athletics,1,Athletics Women's Marathon,17.85062274,Underweight
29,Alberth Bravo,Venezuela,M,8/29/1987,199,88,No,0,0,0,0,Athletics,2,"Athletics Men's 400m
,Athletics Men's 4 x 400m Relay",22.22166107,Normal
32,James Rodwell,Great Britain,M,8/23/1984,195,105,Yes,0,1,0,1,Rugby Sevens,1,Rugby Sevens Men,27.61341223,Overweight
31,Brian Baker,United States,M,4/30/1985,191,77,No,0,0,0,0,Tennis,2,"Tennis Men's Singles
,Tennis Men's Doubles",21.10687755,Normal
31,Sven Knipphals,Germany,M,11/20/1985,189,88,No,0,0,0,0,Athletics,1,Athletics Men's 4 x 100m Relay,24.63536855,Normal
26,Danuta Urbanik,Poland,F,12/24/1989,167,49,No,0,0,0,0,Athletics,1,Athletics Women's 1500m,17.56965112,Underweight
24,Daniele Garozzo,Italy,M,8/04/1992,177,65,Yes,1,0,0,1,Fencing,2,"Fencing Men's Foil Individual
,Fencing Men's Foil Team",20.74755019,Normal
24,null,France,F,7/29/1992,180,73,No,0,0,0,0,Rugby Sevens,1,Rugby Sevens Women,22.5308642,Normal
28,Petar Gorsa,Croatia,M,1/11/1988,180,82,No,0,0,0,0,Shooting,3,"Shooting 10m Air Rifle Men
,Shooting 50m Rifle Prone Men
,Shooting 50m Rifle 3 Positions Men",25.30864198,Overweight
52,Francisco Boza,Peru,M,11/19/1964,180,96,No,0,0,0,0,Shooting,1,Shooting Trap Men,29.62962963,Overweight
27,Shehzana Anwar,Kenya,F,8/21/1989,160,55,No,0,0,0,0,Archery,1,Archery Women's Individual,21.484375,Normal
35,Robert Elder,Fiji,M,4/25/1981,194,115,No,0,0,0,0,Archery,1,Archery Men's Individual,30.55585078,Obese
29,null,Algeria,M,1/08/1987,182,,No,0,0,0,0,Boxing,1,Boxing Men's Heavy (91kg),,
33,Hedvig Lindahl,Sweden,F,4/29/1983,179,74,Yes,0,1,0,1,Football,1,Football Women,23.09540901,Normal
30,null,United States,F,6/23/1986,166,49,No,0,0,0,0,Athletics,1,Athletics Women's 20km Walk,17.78197126,Underweight
30,Franklin Gomez,Puerto Rico,M,8/05/1986,177,65,No,0,0,0,0,Wrestling,1,Wrestling Men's Freestyle 65 kg,20.74755019,Normal
31,Fabian Kauter,Switzerland,M,11/22/1985,181,83,No,0,0,0,0,Fencing,2,"Fencing Men's Épée Individual
,Fencing Men's Épée Team",25.33500198,Overweight
23,null,Belgium,M,7/30/1993,186,76,No,0,0,0,0,Equestrian,1,Equestrian Jumping Individual,21.96785756,Normal
34,Aleksandra Socha,Poland,F,3/30/1982,174,66,No,0,0,0,0,Fencing,2,"Fencing Women's Sabre Individual
,Fencing Women's Sabre Team",21.79944511,Normal
32,Eduardo Alvarez Aznar,Spain,M,1/01/1984,173,67,No,0,0,0,0,Equestrian,2,"Equestrian Jumping Individual
,Equestrian Jumping Team",22.38631428,Normal
23,Feng Zhou,China,F,11/12/1993,175,71,No,0,0,0,0,Wrestling,1,Wrestling Women's Freestyle 69 kg,23.18367347,Normal
28,Jun Heo,South Korea,M,5/31/1988,168,64,No,0,0,0,0,Fencing,1,Fencing Men's Foil Individual,22.67573696,Normal
27,Lukasz Przybytek,Poland,M,5/20/1989,178,73,No,0,0,0,0,Sailing,1,Sailing 49er Men,23.0400202,Normal
23,Marcelo Aguirre,Paraguay,M,1/21/1993,174,66,No,0,0,0,0,Table Tennis,1,Table Tennis Men's Singles,21.79944511,Normal
18,Angelica Moser,Switzerland,F,10/09/1997,169,65,No,0,0,0,0,Athletics,1,Athletics Women's Pole Vault,22.75830678,Normal
33,Gaelle Skrela,France,F,1/24/1983,177,70,No,0,0,0,0,Basketball,1,Basketball Women,22.34351559,Normal
28,Estefania Garcia,Ecuador,F,5/13/1988,165,63,No,0,0,0,0,Judo,1,Judo Women -63 kg,23.14049587,Normal
19,Jaheel Hyde,Jamaica,M,2/02/1997,180,74,No,0,0,0,0,Athletics,1,Athletics Men's 400m Hurdles,22.83950617,Normal
21,Klara Spilkova,Czech Republic,F,12/15/1994,168,53,No,0,0,0,0,Golf,1,Golf Women's Individual Stroke Play,18.77834467,Normal
19,Paulo Henrique,Portugal,M,10/23/1996,180,75,No,0,0,0,0,Football,1,Football Men,23.14814815,Normal
20,Carlos Claverie,Venezuela,M,11/19/1996,195,85,No,0,0,0,0,Aquatics,2,"Swimming Men's 100m Breaststroke
,Swimming Men's 200m Breaststroke",22.35371466,Normal
35,Valentina Liashenko,Georgia,F,1/30/1981,176,63,No,0,0,0,0,Athletics,1,Athletics Women's High Jump,20.33832645,Normal
24,Kana Mitsugi,Japan,F,6/28/1992,172,72,No,0,0,0,0,Rugby Sevens,1,Rugby Sevens Women,24.33747972,Normal
33,Yogeshwar Dutt,India,M,11/02/1982,168,65,No,0,0,0,0,Wrestling,1,Wrestling Men's Freestyle 65 kg,23.03004535,Normal
30,Rafael Nadal,Spain,M,6/03/1986,185,79,Yes,1,0,0,1,Tennis,3,"Tennis Men's Singles
,Tennis Men's Doubles
,Tennis Mixed Doubles",23.082542,Normal
32,Pierre Pujol,France,M,7/13/1984,186,90,No,0,0,0,0,Volleyball,1,Volleyball Men,26.01456816,Overweight
25,Rossella Fiamingo,Italy,F,7/14/1991,167,50,Yes,0,1,0,1,Fencing,1,Fencing Women's Épée Individual,17.92821543,Underweight
24,Woojin Kim,South Korea,M,6/20/1992,180,95,Yes,1,0,0,1,Archery,2,"Archery Men's Individual
,Archery Men's Team",29.32098765,Overweight
26,Yislena Hernandez,Cuba,F,3/13/1990,167,57,No,0,0,0,0,Rowing,1,Rowing Lightweight Women's Double Sculls,20.43816558,Normal
23,Jennifer Cleary,Australia,F,6/22/1993,175,71,No,0,0,0,0,Rowing,1,Rowing Women's Quadruple Sculls,23.18367347,Normal
21,Andre de Grasse,Canada,M,11/10/1994,176,70,Yes,0,1,2,3,Athletics,3,"Athletics Men's 100m
,Athletics Men's 200m
,Athletics Men's 4 x 100m Relay",22.5981405,Normal
30,Fanny Horta,France,F,1/22/1986,166,63,No,0,0,0,0,Rugby Sevens,1,Rugby Sevens Women,22.86253448,Normal
20,Peace Uko,Nigeria,F,12/26/1995,161,58,No,0,0,0,0,Athletics,2,"Athletics Women's 100m
,Athletics Women's 4 x 100m Relay",22.37567995,Normal
25,Nasreddine Megdich,Qatar,M,8/29/1991,179,80,No,0,0,0,0,Handball,1,Handball Men,24.96800974,Normal
29,Ekaterina Dyachenko,Russian Federation,F,8/31/1987,167,53,Yes,1,0,0,1,Fencing,2,"Fencing Women's Sabre Individual
,Fencing Women's Sabre Team",19.00390835,Normal
26,Amarhajy Mahamedau,Belarus,M,4/12/1990,184,88,No,0,0,0,0,Wrestling,1,Wrestling Men's Freestyle 86 kg,25.99243856,Overweight
21,Andre Link,Germany,M,12/13/1994,174,80,No,0,0,0,0,Shooting,1,Shooting 50m Rifle 3 Positions Men,26.42356982,Overweight
25,Pauls Pujats,Latvia,M,8/06/1991,187,83,No,0,0,0,0,Athletics,1,Athletics Men's Pole Vault,23.73530842,Normal
26,Pavlos Kontides,Cyprus,M,2/11/1990,183,82,No,0,0,0,0,Sailing,1,Sailing Laser Men,24.48565201,Normal
23,Jangmi Kim,South Korea,F,11/25/1992,160,53,No,0,0,0,0,Shooting,1,Shooting 25m Pistol Women,20.703125,Normal
29,Crisanto Grajales,Mexico,M,5/06/1987,166,60,No,0,0,0,0,Triathlon,1,Triathlon Men,21.77384236,Normal
24,Mohamed Mohyeldin,Egypt,M,10/01/1991,170,73,No,0,0,0,0,Judo,1,Judo Men -73 kg,25.25951557,Overweight
20,Akossiwa Claire Ayivon,Togo,F,8/11/1996,,,No,0,0,0,0,Rowing,1,Rowing Women's Single Sculls,,
21,Marwan Ahmed Aly Morsy Elamrawy,Egypt,M,4/14/1995,194,93,No,0,0,0,0,Aquatics,1,Marathon Swimming Men's 10km,24.71038368,Normal
34,Tony Parker,France,M,5/17/1982,186,80,No,0,0,0,0,Basketball,1,Basketball Men,23.12406059,Normal
51,David Munoz Hidalgo,Panama,M,11/29/1964,170,70,No,0,0,0,0,Shooting,2,"Shooting 50m Pistol Men
,Shooting 10m Air Pistol Men",24.22145329,Normal
26,Alize Cornet,France,F,1/22/1990,173,63,No,0,0,0,0,Tennis,1,Tennis Women's Singles,21.0498179,Normal
36,Alejandra Jhonay Benitez Romero,Venezuela,F,7/07/1980,169,62,No,0,0,0,0,Fencing,1,Fencing Women's Sabre Individual,21.70792339,Normal
21,Karem Ben Hnia,Tunisia,M,11/13/1994,165,69,No,0,0,0,0,Weightlifting,1,Weightlifting Men's 69kg,25.34435262,Overweight
22,Hali Flickinger,United States,F,7/07/1994,166,52,No,0,0,0,0,Aquatics,1,Swimming Women's 200m Butterfly,18.87066338,Normal
27,Sebastian Kuntschik,Austria,M,11/23/1988,182,79,No,0,0,0,0,Shooting,1,Shooting Skeet Men,23.8497766,Normal
22,Tashreeq Morris,South Africa,M,5/13/1994,189,74,No,0,0,0,0,Football,1,Football Men,20.71610537,Normal
25,Julien Gobaux,France,M,12/11/1990,167,62,No,0,0,0,0,Gymnastics,9,"Artistic Gymnastics Men
,Artistic Gymnastics Men's Floor Exercise
,Artistic Gymnastics Men's Vault
,Artistic Gymnastics Men's Parallel Bars
,Artistic Gymnastics Men's Horizontal Bar
,Artistic Gymnastics Men's Rings
,Artistic Gymnastics Men's Pommel Horse
,Artistic Gymnastics Men's Individual All-Around
,Artistic Gymnastics Men's Team",22.23098713,Normal
30,null,Thailand,F,5/03/1986,169,61,No,0,0,0,0,Shooting,1,Shooting Skeet Women,21.3577956,Normal
22,Atsushi Arai,Japan,M,2/03/1994,169,62,No,0,0,0,0,Aquatics,1,Water Polo Men,21.70792339,Normal
38,Erika Abril,Colombia,F,3/29/1978,164,52,No,0,0,0,0,Athletics,1,Athletics Women's Marathon,19.33372992,Normal
29,Sandra Auffarth,Germany,F,12/27/1986,170,57,Yes,0,1,0,1,Equestrian,2,"Equestrian Eventing Individual
,Equestrian Eventing Team",19.72318339,Normal
26,Anne Zagre,Belgium,F,3/13/1990,176,68,No,0,0,0,0,Athletics,1,Athletics Women's 100m Hurdles,21.95247934,Normal
25,Ryunosuke Haga,Japan,M,4/28/1991,186,100,Yes,0,0,1,1,Judo,1,Judo Men -100 kg,28.90507573,Overweight
23,null,Iran,M,3/21/1993,185,82,No,0,0,0,0,Canoe,1,Canoe Sprint Men's Canoe Single 200m,23.95909423,Normal
23,Xinyue Zhang,China,F,5/05/1993,177,73,No,0,0,0,0,Rowing,1,Rowing Women's Quadruple Sculls,23.30109483,Normal
21,Fantine Lesaffre,France,F,11/10/1994,180,57,No,0,0,0,0,Aquatics,2,"Swimming Women's 200m Individual Medley
,Swimming Women's 400m Individual Medley",17.59259259,Underweight
48,Ingrid Klimke,Germany,F,4/01/1968,172,58,Yes,0,1,0,1,Equestrian,2,"Equestrian Eventing Individual
,Equestrian Eventing Team",19.605192,Normal
29,Sara Errani,Italy,F,4/29/1987,164,58,No,0,0,0,0,Tennis,3,"Tennis Women's Singles
,Tennis Women's Doubles
,Tennis Mixed Doubles",21.56454491,Normal
28,null,Lithuania,M,1/30/1988,190,78,No,0,0,0,0,Cycling,1,Cycling Road Men's Road Race,21.6066482,Normal
30,null,Lithuania,M,12/08/1985,190,75,No,0,0,0,0,Cycling,1,Cycling Road Men's Road Race,20.77562327,Normal
25,Brenda Flores,Mexico,F,11/04/1991,163,50,No,0,0,0,0,Athletics,1,"Athletics Women's 10,000m",18.81892431,Normal
21,Tom Craig,Australia,M,11/03/1995,186,85,No,0,0,0,0,Hockey,1,Hockey Men,24.56931437,Normal
33,Krisztina Papp,Hungary,F,12/17/1982,173,53,No,0,0,0,0,Athletics,1,Athletics Women's Marathon,17.70857697,Underweight
35,Agnieszka Nagay,Poland,F,2/20/1981,169,61,No,0,0,0,0,Shooting,2,"Shooting 10m Air Rifle Women
,Shooting 50m Rifle 3 Positions Women",21.3577956,Normal
31,Bombayla Devi Laishram,India,F,2/22/1985,164,60,No,0,0,0,0,Archery,2,"Archery Women's Individual
,Archery Women's Team",22.30814991,Normal
23,Emmanuel Vanluchene,Belgium,M,12/09/1992,180,75,No,0,0,0,0,Aquatics,3,"Swimming Men's 200m Individual Medley
,Swimming Men's 4 x 100m Freestyle Relay
,Swimming Men's 4 x 200m Freestyle Relay",23.14814815,Normal
27,Stephan Krueger,Germany,M,11/29/1988,187,86,No,0,0,0,0,Rowing,1,Rowing Men's Double Sculls,24.59321113,Normal
24,Lucy Stephan,Australia,F,12/10/1991,174,67,No,0,0,0,0,Rowing,1,Rowing Women's Eight,22.12973973,Normal
25,Shira Rishony,Israel,F,2/21/1991,150,48,No,0,0,0,0,Judo,1,Judo Women -48 kg,21.33333333,Normal
30,Elise Bussaglia,France,F,11/24/1985,163,54,No,0,0,0,0,Football,1,Football Women,20.32443826,Normal
26,Nuria Diosdado,Mexico,F,8/22/1990,170,55,No,0,0,0,0,Aquatics,1,Synchronised Swimming Duets,19.03114187,Normal
27,null,France,M,7/03/1989,185,,Yes,0,0,1,1,Boxing,1,Boxing Men's Light Heavy (81kg),,
28,Sergio Llull,Spain,M,11/15/1987,190,91,Yes,0,0,1,1,Basketball,1,Basketball Men,25.20775623,Overweight
28,Julian Justus,Germany,M,1/29/1988,177,76,No,0,0,0,0,Shooting,1,Shooting 10m Air Rifle Men,24.25867407,Normal
27,Tintu Lukka,India,F,4/26/1989,163,50,No,0,0,0,0,Athletics,2,"Athletics Women's 800m
,Athletics Women's 4 x 400m Relay",18.81892431,Normal
31,null,Lithuania,F,2/01/1985,163,48,No,0,0,0,0,Athletics,1,Athletics Women's 20km Walk,18.06616734,Underweight
20,Anastasiia Hotfrid,Georgia,F,4/25/1996,169,87,No,0,0,0,0,Weightlifting,1,Weightlifting Women's +75kg,30.46111831,Obese
27,Devid Safaryan,Armenia,M,8/01/1989,170,65,No,0,0,0,0,Wrestling,1,Wrestling Men's Freestyle 65 kg,22.49134948,Normal
18,Javier Octavio Concepcion Rojas,Cuba,M,12/27/1997,200,84,No,0,0,0,0,Volleyball,1,Volleyball Men,21,Normal
29,null,Cameroon,F,8/26/1987,158,68,No,0,0,0,0,Weightlifting,1,Weightlifting Women's 69kg,27.23922448,Overweight
21,Darya Maslova,Kyrgyzstan,F,5/06/1995,165,44,No,0,0,0,0,Athletics,1,"Athletics Women's 10,000m",16.16161616,Underweight
20,Christian Coleman,United States,M,3/06/1996,176,72,No,0,0,0,0,Athletics,1,Athletics Men's 4 x 100m Relay,23.24380165,Normal
25,Ekaterina Ilina,Russian Federation,F,3/07/1991,174,60,Yes,1,0,0,1,Handball,1,Handball Women,19.81767737,Normal
31,null,Belarus,M,3/05/1985,201,104,No,0,0,0,0,Rowing,1,Rowing Men's Single Sculls,25.74193708,Overweight
31,Jon Schofield,Great Britain,M,5/10/1985,180,80,Yes,0,1,0,1,Canoe,1,Canoe Sprint Men's Kayak Double 200m,24.69135802,Normal
44,Vasily Mosin,Russian Federation,M,5/09/1972,183,70,No,0,0,0,0,Shooting,1,Shooting Double Trap Men,20.90238586,Normal
25,Levan Berianidze,Armenia,M,10/10/1990,186,125,No,0,0,0,0,Wrestling,1,Wrestling Men's Freestyle 125 kg,36.13134466,Obese
25,Hanna Kisteleki,Hungary,F,3/10/1991,172,63,No,0,0,0,0,Aquatics,1,Water Polo Women,21.29529475,Normal
22,null,Germany,M,12/19/1993,171,62,No,0,0,0,0,Football,1,Football Men,21.20310523,Normal
27,Gustavo Cuesta,Dominican Republic,M,11/14/1988,173,66,No,0,0,0,0,Athletics,2,"Athletics Men's 400m
,Athletics Men's 4 x 400m Relay",22.05219018,Normal
21,Cesar Y. Ruiz,Cuba,M,1/18/1995,184,77,No,0,0,0,0,Athletics,1,Athletics Men's 4 x 100m Relay,22.74338374,Normal
24,Joanne Faavesi,United States,F,2/05/1992,168,73,No,0,0,0,0,Rugby Sevens,1,Rugby Sevens Women,25.86451247,Overweight
26,Chad Ho,South Africa,M,6/21/1990,172,75,No,0,0,0,0,Aquatics,1,Marathon Swimming Men's 10km,25.35154137,Overweight
28,William Lockwood,Australia,M,5/13/1988,191,88,Yes,0,1,0,1,Rowing,1,Rowing Men's Four,24.12214577,Normal
28,Yosvani Gonzalez Nicolas,Cuba,M,4/18/1988,196,85,No,0,0,0,0,Volleyball,1,Volleyball Men,22.12619742,Normal
26,Jeannine Gmelin,Switzerland,F,6/20/1990,170,72,No,0,0,0,0,Rowing,1,Rowing Women's Single Sculls,24.91349481,Normal
43,Jiao Li,Netherlands,F,1/15/1973,167,60,No,0,0,0,0,Table Tennis,2,"Table Tennis Women's Singles
,Table Tennis Women's Team",21.51385851,Normal
32,Tatsiana Sharakova,Belarus,F,7/31/1984,160,52,No,0,0,0,0,Cycling,1,Cycling Track Women's Omnium,20.3125,Normal
30,null,New Zealand,M,10/19/1985,187,89,No,0,0,0,0,Rowing,1,Rowing Men's Double Sculls,25.45111384,Overweight
20,null,Georgia,M,10/26/1995,175,95,No,0,0,0,0,Judo,1,Judo Men -100 kg,31.02040816,Obese
19,Kevin Balanta,Colombia,M,4/28/1997,183,77,No,0,0,0,0,Football,1,Football Men,22.99262444,Normal
53,null,Belgium,M,2/08/1963,171,69,No,0,0,0,0,Equestrian,1,Equestrian Eventing Individual,23.59700421,Normal
19,Ruth Jebet,Bahrain,F,11/17/1996,162,51,Yes,1,0,0,1,Athletics,1,Athletics Women's 3000m Steeplechase,19.43301326,Normal
32,Shannon Rowbury,United States,F,11/19/1984,166,52,No,0,0,0,0,Athletics,1,Athletics Women's 1500m,18.87066338,Normal
26,Anton Braun,Germany,M,4/28/1990,202,104,No,0,0,0,0,Rowing,1,Rowing Men's Four,25.48769728,Overweight
20,Nicholas Magana,Peru,M,6/18/1996,198,90,No,0,0,0,0,Aquatics,1,Swimming Men's 100m Freestyle,22.95684114,Normal
34,Alexandre Ayache,France,M,11/20/1982,180,80,No,0,0,0,0,Equestrian,1,Equestrian Dressage Individual,24.69135802,Normal
28,Cristina Neagu,Romania,F,8/26/1988,180,69,No,0,0,0,0,Handball,1,Handball Women,21.2962963,Normal
25,Stipe Zunic,Croatia,M,12/13/1990,193,134,No,0,0,0,0,Athletics,1,Athletics Men's Shot Put,35.97412011,Obese
29,Kelvin Cana Infante,Venezuela,M,8/06/1987,173,72,No,0,0,0,0,Fencing,1,Fencing Men's Épée Team,24.05693475,Normal
30,Sofia Rito,Uruguay,F,11/02/1985,155,52,No,0,0,0,0,Weightlifting,1,Weightlifting Women's 53kg,21.64412071,Normal
20,Patrick Huston,Great Britain,M,1/05/1996,183,84,No,0,0,0,0,Archery,1,Archery Men's Individual,25.08286303,Overweight
22,Lisneidy Veitia,Cuba,F,4/29/1994,168,58,No,0,0,0,0,Athletics,2,"Athletics Women's 800m
,Athletics Women's 4 x 400m Relay",20.54988662,Normal
26,Ana Simic,Croatia,F,5/05/1990,178,57,No,0,0,0,0,Athletics,1,Athletics Women's High Jump,17.99015276,Underweight
23,Chun-Hsien Hsiang,Chinese Taipei,M,11/04/1993,186,70,No,0,0,0,0,Athletics,1,Athletics Men's High Jump,20.23355301,Normal
30,Jenny Mensing,Germany,F,2/26/1986,183,70,No,0,0,0,0,Aquatics,2,"Swimming Women's 200m Backstroke
,Swimming Women's 4 x 100m Medley Relay",20.90238586,Normal
24,Caitlin Ryan,New Zealand,F,2/09/1992,178,95,No,0,0,0,0,Canoe,1,Canoe Sprint Women's Kayak Four 500m,29.98358793,Overweight
30,Debora Seilhamer,Puerto Rico,F,10/04/1985,166,61,No,0,0,0,0,Volleyball,1,Volleyball Women,22.13673973,Normal
25,Hugo Barrette,Canada,M,7/04/1991,175,90,No,0,0,0,0,Cycling,1,Cycling Track Men's Keirin,29.3877551,Overweight
26,null,United States,M,12/03/1989,194,79,Yes,0,0,1,1,Fencing,2,"Fencing Men's Foil Individual
,Fencing Men's Foil Team",20.99054097,Normal
35,Viktor Ruban,Ukraine,M,5/24/1981,178,70,No,0,0,0,0,Archery,1,Archery Men's Individual,22.09317005,Normal
28,Maria del Rosario Espinoza Espinoza,Mexico,F,11/29/1987,173,70,Yes,0,1,0,1,Taekwondo,1,Taekwondo Women +67kg,23.38868656,Normal
24,Bence Pulai,Hungary,M,10/27/1991,193,89,No,0,0,0,0,Aquatics,2,"Swimming Men's 100m Butterfly
,Swimming Men's 4 x 100m Medley Relay",23.89325888,Normal
21,Maria Camila Lopera Valle,Colombia,F,4/18/1995,154,54,No,0,0,0,0,Rugby Sevens,1,Rugby Sevens Women,22.76943835,Normal
33,Paolo Pizzo,Italy,M,4/04/1983,180,70,Yes,0,1,0,1,Fencing,2,"Fencing Men's Épée Individual
,Fencing Men's Épée Team",21.60493827,Normal
38,Roger Beresford Hudson,South Africa,M,3/22/1978,177,72,No,0,0,0,0,Sailing,1,Sailing 470 Men,22.98190175,Normal
20,Kevin Alvarez,Honduras,M,8/03/1996,181,76,No,0,0,0,0,Football,1,Football Men,23.19831507,Normal
25,Darya Klishina,Russian Federation,F,1/15/1991,180,58,No,0,0,0,0,Athletics,1,Athletics Women's Long Jump,17.90123457,Underweight
22,Vera Adrian,Namibia,F,10/28/1993,168,57,No,0,0,0,0,Cycling,1,Cycling Road Women's Road Race,20.19557823,Normal
22,Kira Toussaint,Netherlands,F,5/22/1994,174,72,No,0,0,0,0,Aquatics,1,Swimming Women's 100m Backstroke,23.78121284,Normal
33,Vadzim Lialin,Belarus,M,11/15/1982,200,100,No,0,0,0,0,Rowing,1,Rowing Men's Four,25,Overweight
18,Fiorella Francesca Cueva Uribe,Peru,F,2/04/1998,150,48,No,0,0,0,0,Weightlifting,2,"Weightlifting Women's 48kg
,Weightlifting Women's 53kg",21.33333333,Normal
20,Svetlana Chimrova,Russian Federation,F,4/15/1996,173,61,No,0,0,0,0,Aquatics,2,"Swimming Women's 100m Butterfly
,Swimming Women's 4 x 100m Medley Relay",20.38156971,Normal
41,null,Uzbekistan,F,6/19/1975,153,43,No,0,0,0,0,Gymnastics,6,"Artistic Gymnastics Women
,Artistic Gymnastics Women's Floor Exercise
,Artistic Gymnastics Women's Vault
,Artistic Gymnastics Women's Uneven Bars
,Artistic Gymnastics Women's Balance Beam
,Artistic Gymnastics Women's Individual All-Around",18.36900337,Underweight
17,Onur Biriz,Turkey,M,10/16/1998,186,73,No,0,0,0,0,Sailing,1,Sailing RS:X Men,21.10070528,Normal
27,Kirstin Dwyer,Australia,F,3/15/1989,173,66,No,0,0,0,0,Hockey,1,Hockey Women,22.05219018,Normal
27,Mink van der Weerden,Netherlands,M,10/19/1988,178,83,No,0,0,0,0,Hockey,1,Hockey Men,26.19618735,Overweight
26,Michael Damgaard Nielsen,Denmark,M,3/18/1990,192,92,Yes,1,0,0,1,Handball,1,Handball Men,24.95659722,Normal
23,Ryan Crouser,United States,M,12/18/1992,201,124,Yes,1,0,0,1,Athletics,1,Athletics Men's Shot Put,30.6923096,Obese
25,Kelsey Wakefield,Australia,F,6/01/1991,178,64,No,0,0,0,0,Aquatics,1,Water Polo Women,20.19946976,Normal
24,Daehoon Lee,South Korea,M,2/05/1992,183,70,Yes,0,0,1,1,Taekwondo,1,Taekwondo Men -68kg,20.90238586,Normal
25,Paola Perez,Venezuela,F,4/05/1991,162,54,No,0,0,0,0,Aquatics,1,Marathon Swimming Women's 10km,20.57613169,Normal
21,Tristan Flore,France,M,1/02/1995,178,64,No,0,0,0,0,Table Tennis,1,Table Tennis Men's Team,20.19946976,Normal
23,Shelina Zadorsky,Canada,F,10/24/1992,172,67,Yes,0,0,1,1,Football,1,Football Women,22.64737696,Normal
25,Helene Lefebvre,France,F,2/26/1991,170,69,No,0,0,0,0,Rowing,1,Rowing Women's Double Sculls,23.87543253,Normal
40,Ivan Trotski,Belarus,M,5/27/1976,172,62,No,0,0,0,0,Athletics,1,Athletics Men's 50km Walk,20.9572742,Normal
23,Walid Mohamed,Egypt,M,8/22/1993,167,,No,0,0,0,0,Boxing,1,Boxing Men's Welter (69kg),,
25,Yasha Gu,China,F,11/28/1990,165,60,No,0,0,0,0,Football,1,Football Women,22.03856749,Normal
32,Viktor Nagy,Hungary,M,7/24/1984,198,96,No,0,0,0,0,Aquatics,1,Water Polo Men,24.48729721,Normal
31,Koichiro Morioka,Japan,M,4/02/1985,185,69,No,0,0,0,0,Athletics,1,Athletics Men's 50km Walk,20.16070124,Normal
24,Nicholas Hoag,Canada,M,8/19/1992,200,91,No,0,0,0,0,Volleyball,1,Volleyball Men,22.75,Normal
29,Hanna Plotitsyna,Ukraine,F,1/01/1987,182,73,No,0,0,0,0,Athletics,1,Athletics Women's 100m Hurdles,22.03840116,Normal
27,Juan Martin Del Potro,Argentina,M,11/23/1988,198,97,Yes,0,1,0,1,Tennis,2,"Tennis Men's Singles
,Tennis Men's Doubles",24.74237323,Normal
21,Catherine Bott,New Zealand,F,4/22/1995,165,62,No,0,0,0,0,Football,1,Football Women,22.77318641,Normal
24,Michael Gbinije,Nigeria,M,6/05/1992,201,90,No,0,0,0,0,Basketball,1,Basketball Men,22.27667632,Normal
24,Jehue Gordon,Trinidad and Tobago,M,12/15/1991,188,81,No,0,0,0,0,Athletics,1,Athletics Men's 400m Hurdles,22.91760978,Normal
21,null,Poland,M,1/05/1995,202,92,No,0,0,0,0,Rowing,1,Rowing Men's Single Sculls,22.54680914,Normal
28,Eric Delaunay,France,M,12/04/1987,178,83,No,0,0,0,0,Shooting,1,Shooting Skeet Men,26.19618735,Overweight
37,Kimberly Rhode,United States,F,7/16/1979,163,83,Yes,0,0,1,1,Shooting,1,Shooting Skeet Women,31.23941436,Obese
32,Anna Sedoykina,Russian Federation,F,8/01/1984,184,74,Yes,1,0,0,1,Handball,1,Handball Women,21.85727788,Normal
30,Sabina Veit,Slovenia,F,12/02/1985,167,59,No,0,0,0,0,Athletics,1,Athletics Women's 200m,21.1552942,Normal
